,Open,High,Low,Close,Volume,VolumeTicks
2023.10.05 14:38,113185.00000,113205.00000,113165.00000,113195.00000,1412,16066
2023.10.05 14:39,113195.00000,113200.00000,113170.00000,113180.00000,870,9237
2023.10.05 14:40,113175.00000,113210.00000,113165.00000,113195.00000,1196,10736
2023.10.05 14:41,113200.00000,113215.00000,113180.00000,113205.00000,1151,12965
2023.10.05 14:42,113200.00000,113255.00000,113185.00000,113230.00000,2061,28877
2023.10.05 14:43,113230.00000,113250.00000,113215.00000,113225.00000,1611,14255
2023.10.05 14:44,113225.00000,113275.00000,113220.00000,113270.00000,1722,21605
2023.10.05 14:45,113265.00000,113295.00000,113245.00000,113255.00000,2772,34702
2023.10.05 14:46,113250.00000,113290.00000,113235.00000,113285.00000,1870,21297
2023.10.05 14:47,113285.00000,113300.00000,113230.00000,113235.00000,1977,22672
2023.10.05 14:48,113240.00000,113260.00000,113230.00000,113250.00000,1162,10590
2023.10.05 14:49,113255.00000,113290.00000,113240.00000,113255.00000,1299,18528
2023.10.05 14:50,113255.00000,113295.00000,113250.00000,113290.00000,1248,11525
2023.10.05 14:51,113290.00000,113295.00000,113275.00000,113280.00000,958,9951
2023.10.05 14:52,113275.00000,113295.00000,113275.00000,113295.00000,883,12767
2023.10.05 14:53,113295.00000,113310.00000,113255.00000,113260.00000,1758,22862
2023.10.05 14:54,113260.00000,113285.00000,113245.00000,113280.00000,1409,16303
2023.10.05 14:55,113280.00000,113295.00000,113260.00000,113285.00000,1058,14710
2023.10.05 14:56,113285.00000,113295.00000,113235.00000,113250.00000,1143,14360
2023.10.05 14:57,113250.00000,113285.00000,113240.00000,113270.00000,1031,11449
2023.10.05 14:58,113270.00000,113310.00000,113265.00000,113295.00000,1281,18329
2023.10.05 14:59,113295.00000,113305.00000,113280.00000,113300.00000,879,10400
2023.10.05 15:00,113300.00000,113330.00000,113290.00000,113320.00000,2234,29610
2023.10.05 15:01,113320.00000,113370.00000,113320.00000,113360.00000,2991,43892
2023.10.05 15:02,113360.00000,113365.00000,113335.00000,113355.00000,1394,15089
2023.10.05 15:03,113355.00000,113360.00000,113325.00000,113345.00000,1155,13944
2023.10.05 15:04,113340.00000,113365.00000,113335.00000,113355.00000,1039,11118
2023.10.05 15:05,113350.00000,113360.00000,113305.00000,113325.00000,1820,27944
2023.10.05 15:06,113325.00000,113325.00000,113280.00000,113300.00000,2141,26503
2023.10.05 15:07,113295.00000,113310.00000,113280.00000,113295.00000,1054,13103
2023.10.05 15:08,113295.00000,113310.00000,113260.00000,113285.00000,1682,26227
2023.10.05 15:09,113285.00000,113285.00000,113235.00000,113250.00000,2060,26902
2023.10.05 15:10,113250.00000,113265.00000,113205.00000,113260.00000,2864,41717
2023.10.05 15:11,113260.00000,113275.00000,113240.00000,113245.00000,1587,15334
2023.10.05 15:12,113245.00000,113295.00000,113245.00000,113285.00000,1710,18894
2023.10.05 15:13,113280.00000,113295.00000,113265.00000,113290.00000,1142,12421
2023.10.05 15:14,113290.00000,113320.00000,113280.00000,113295.00000,1874,23048
2023.10.05 15:15,113295.00000,113330.00000,113275.00000,113325.00000,1705,21552
2023.10.05 15:16,113320.00000,113335.00000,113300.00000,113325.00000,1327,14332
2023.10.05 15:17,113330.00000,113335.00000,113300.00000,113325.00000,1016,11949
2023.10.05 15:18,113325.00000,113360.00000,113300.00000,113350.00000,1868,30010
2023.10.05 15:19,113350.00000,113380.00000,113340.00000,113365.00000,1984,26996
2023.10.05 15:20,113370.00000,113390.00000,113335.00000,113345.00000,2233,29948
2023.10.05 15:21,113340.00000,113395.00000,113340.00000,113395.00000,1891,23753
2023.10.05 15:22,113390.00000,113400.00000,113360.00000,113365.00000,1279,13084
2023.10.05 15:23,113370.00000,113370.00000,113315.00000,113325.00000,2401,31792
2023.10.05 15:24,113330.00000,113340.00000,113305.00000,113310.00000,1597,18774
2023.10.05 15:25,113305.00000,113310.00000,113260.00000,113275.00000,2502,31065
2023.10.05 15:26,113280.00000,113305.00000,113270.00000,113290.00000,1425,14822
2023.10.05 15:27,113285.00000,113300.00000,113265.00000,113285.00000,1028,10260
2023.10.05 15:28,113285.00000,113310.00000,113275.00000,113310.00000,933,9892
2023.10.05 15:29,113310.00000,113365.00000,113295.00000,113360.00000,2210,29416
2023.10.05 15:30,113360.00000,113395.00000,113340.00000,113380.00000,2592,31215
2023.10.05 15:31,113385.00000,113430.00000,113375.00000,113400.00000,2638,39413
2023.10.05 15:32,113400.00000,113500.00000,113400.00000,113455.00000,4090,63516
2023.10.05 15:33,113455.00000,113490.00000,113455.00000,113480.00000,1878,17178
2023.10.05 15:34,113480.00000,113490.00000,113465.00000,113485.00000,1670,14294
2023.10.05 15:35,113485.00000,113500.00000,113450.00000,113475.00000,2508,30988
2023.10.05 15:36,113475.00000,113485.00000,113435.00000,113445.00000,2050,26872
2023.10.05 15:37,113445.00000,113470.00000,113430.00000,113465.00000,1659,18877
2023.10.05 15:38,113465.00000,113525.00000,113460.00000,113505.00000,2846,40786
2023.10.05 15:39,113510.00000,113550.00000,113505.00000,113540.00000,2521,33586
2023.10.05 15:40,113540.00000,113560.00000,113520.00000,113545.00000,2276,27753
2023.10.05 15:41,113545.00000,113550.00000,113500.00000,113520.00000,1793,21739
2023.10.05 15:42,113515.00000,113555.00000,113490.00000,113535.00000,2237,32766
2023.10.05 15:43,113540.00000,113560.00000,113500.00000,113515.00000,1844,28310
2023.10.05 15:44,113520.00000,113575.00000,113515.00000,113560.00000,2020,29100
2023.10.05 15:45,113555.00000,113590.00000,113545.00000,113560.00000,1983,27858
2023.10.05 15:46,113560.00000,113650.00000,113560.00000,113625.00000,3788,60776
2023.10.05 15:47,113620.00000,113625.00000,113590.00000,113605.00000,1846,24333
2023.10.05 15:48,113610.00000,113630.00000,113595.00000,113600.00000,1443,19660
2023.10.05 15:49,113600.00000,113640.00000,113585.00000,113640.00000,1551,21540
2023.10.05 15:50,113640.00000,113680.00000,113635.00000,113650.00000,2987,38748
2023.10.05 15:51,113650.00000,113690.00000,113645.00000,113670.00000,1961,24265
2023.10.05 15:52,113670.00000,113685.00000,113640.00000,113645.00000,1897,20998
2023.10.05 15:53,113645.00000,113655.00000,113595.00000,113625.00000,2463,37610
2023.10.05 15:54,113625.00000,113650.00000,113615.00000,113630.00000,1265,13779
2023.10.05 15:55,113635.00000,113665.00000,113585.00000,113605.00000,2737,34552
2023.10.05 15:56,113610.00000,113620.00000,113575.00000,113585.00000,2004,26958
2023.10.05 15:57,113585.00000,113635.00000,113570.00000,113605.00000,1928,25560
2023.10.05 15:58,113610.00000,113675.00000,113600.00000,113670.00000,2153,26957
2023.10.05 15:59,113670.00000,113720.00000,113665.00000,113700.00000,3352,47354
2023.10.05 16:00,113700.00000,113720.00000,113680.00000,113700.00000,1928,21786
2023.10.05 16:01,113705.00000,113750.00000,113665.00000,113710.00000,3172,44970
2023.10.05 16:02,113715.00000,113715.00000,113660.00000,113680.00000,1748,19080
2023.10.05 16:03,113685.00000,113750.00000,113680.00000,113745.00000,2316,29048
2023.10.05 16:04,113740.00000,113750.00000,113705.00000,113730.00000,2039,22138
2023.10.05 16:05,113735.00000,113750.00000,113700.00000,113730.00000,1796,22177
2023.10.05 16:06,113730.00000,113740.00000,113690.00000,113700.00000,1434,14828
2023.10.05 16:07,113700.00000,113730.00000,113690.00000,113710.00000,1232,12352
2023.10.05 16:08,113710.00000,113760.00000,113705.00000,113710.00000,1879,27449
2023.10.05 16:09,113710.00000,113735.00000,113700.00000,113730.00000,1098,12533
2023.10.05 16:10,113735.00000,113740.00000,113690.00000,113695.00000,1323,13299
2023.10.05 16:11,113695.00000,113710.00000,113680.00000,113690.00000,1769,20880
2023.10.05 16:12,113695.00000,113725.00000,113615.00000,113630.00000,3046,49575
2023.10.05 16:13,113635.00000,113640.00000,113575.00000,113610.00000,3476,52033
2023.10.05 16:14,113605.00000,113635.00000,113590.00000,113615.00000,1843,24543
2023.10.05 16:15,113610.00000,113660.00000,113590.00000,113620.00000,2015,31619
2023.10.05 16:16,113625.00000,113650.00000,113610.00000,113645.00000,1265,19572
2023.10.05 16:17,113640.00000,113660.00000,113605.00000,113630.00000,1304,19080
2023.10.05 16:18,113630.00000,113635.00000,113605.00000,113605.00000,1117,12793
2023.10.05 16:19,113610.00000,113625.00000,113585.00000,113595.00000,1535,19923
2023.10.05 16:20,113590.00000,113630.00000,113565.00000,113585.00000,2740,41046
2023.10.05 16:21,113585.00000,113610.00000,113545.00000,113550.00000,1546,23393
2023.10.05 16:22,113550.00000,113600.00000,113545.00000,113590.00000,1820,23683
2023.10.05 16:23,113595.00000,113600.00000,113530.00000,113550.00000,1591,20882
2023.10.05 16:24,113550.00000,113560.00000,113520.00000,113545.00000,1843,19179
2023.10.05 16:25,113545.00000,113600.00000,113545.00000,113590.00000,1913,21814
2023.10.05 16:26,113585.00000,113615.00000,113575.00000,113595.00000,1462,20950
2023.10.05 16:27,113595.00000,113635.00000,113590.00000,113625.00000,1788,18420
2023.10.05 16:28,113625.00000,113650.00000,113625.00000,113635.00000,1494,16897
2023.10.05 16:29,113635.00000,113655.00000,113630.00000,113640.00000,1085,11015
2023.10.05 16:30,113645.00000,113660.00000,113600.00000,113615.00000,2176,31528
2023.10.05 16:31,113615.00000,113620.00000,113550.00000,113565.00000,2324,32514
2023.10.05 16:32,113570.00000,113615.00000,113555.00000,113610.00000,1897,25036
2023.10.05 16:33,113615.00000,113615.00000,113585.00000,113605.00000,942,10484
2023.10.05 16:34,113605.00000,113620.00000,113565.00000,113590.00000,1193,16970
2023.10.05 16:35,113590.00000,113620.00000,113575.00000,113620.00000,1074,10845
2023.10.05 16:36,113615.00000,113625.00000,113600.00000,113620.00000,801,7662
2023.10.05 16:37,113620.00000,113640.00000,113610.00000,113635.00000,1070,14334
2023.10.05 16:38,113630.00000,113675.00000,113625.00000,113635.00000,2070,27560
2023.10.05 16:39,113640.00000,113660.00000,113620.00000,113655.00000,1134,12382
2023.10.05 16:40,113650.00000,113675.00000,113640.00000,113660.00000,1458,15992
2023.10.05 16:41,113660.00000,113700.00000,113645.00000,113695.00000,1524,23390
2023.10.05 16:42,113690.00000,113715.00000,113675.00000,113695.00000,1986,25171
2023.10.05 16:43,113700.00000,113700.00000,113660.00000,113665.00000,1320,19461
2023.10.05 16:44,113670.00000,113700.00000,113660.00000,113685.00000,1122,13331
2023.10.05 16:45,113685.00000,113755.00000,113675.00000,113750.00000,2624,34218
2023.10.05 16:46,113750.00000,113760.00000,113720.00000,113725.00000,1905,22496
2023.10.05 16:47,113725.00000,113765.00000,113680.00000,113735.00000,2290,33189
2023.10.05 16:48,113740.00000,113750.00000,113725.00000,113745.00000,1152,12481
2023.10.05 16:49,113745.00000,113785.00000,113740.00000,113780.00000,1695,22982
2023.10.05 16:50,113780.00000,113780.00000,113745.00000,113750.00000,1869,26040
2023.10.05 16:51,113750.00000,113775.00000,113745.00000,113760.00000,974,14112
2023.10.05 16:52,113755.00000,113765.00000,113725.00000,113725.00000,1366,15613
2023.10.05 16:53,113725.00000,113745.00000,113715.00000,113730.00000,1091,14806
2023.10.05 16:54,113735.00000,113750.00000,113715.00000,113735.00000,1004,15501
2023.10.05 16:55,113735.00000,113735.00000,113630.00000,113645.00000,3491,57774
2023.10.05 16:56,113645.00000,113685.00000,113620.00000,113670.00000,2375,28477
2023.10.05 16:57,113665.00000,113690.00000,113660.00000,113675.00000,1220,12118
2023.10.05 16:58,113680.00000,113695.00000,113670.00000,113675.00000,850,8433
2023.10.05 16:59,113670.00000,113710.00000,113665.00000,113700.00000,1283,19498
2023.10.05 17:00,113695.00000,113710.00000,113665.00000,113670.00000,1334,16328
2023.10.05 17:01,113670.00000,113695.00000,113645.00000,113660.00000,1149,14670
2023.10.05 17:02,113655.00000,113660.00000,113605.00000,113625.00000,1933,25749
2023.10.05 17:03,113625.00000,113630.00000,113580.00000,113585.00000,1782,18283
2023.10.05 17:04,113580.00000,113600.00000,113580.00000,113590.00000,1214,10436
2023.10.05 17:05,113595.00000,113615.00000,113590.00000,113605.00000,1053,12488
2023.10.05 17:06,113600.00000,113645.00000,113600.00000,113640.00000,1233,15483
2023.10.05 17:07,113635.00000,113665.00000,113630.00000,113655.00000,1129,14722
2023.10.05 17:08,113660.00000,113665.00000,113615.00000,113635.00000,1191,14163
2023.10.05 17:09,113640.00000,113645.00000,113620.00000,113645.00000,561,6118
2023.10.05 17:10,113640.00000,113675.00000,113640.00000,113665.00000,1207,15405
2023.10.05 17:11,113660.00000,113670.00000,113620.00000,113625.00000,1163,11668
2023.10.05 17:12,113630.00000,113645.00000,113625.00000,113640.00000,438,3190
2023.10.05 17:13,113635.00000,113640.00000,113610.00000,113625.00000,709,7720
2023.10.05 17:14,113620.00000,113625.00000,113590.00000,113610.00000,976,12184
2023.10.05 17:15,113610.00000,113615.00000,113585.00000,113595.00000,935,9003
2023.10.05 17:16,113600.00000,113630.00000,113590.00000,113610.00000,850,9970
2023.10.05 17:17,113615.00000,113625.00000,113605.00000,113620.00000,414,2957
2023.10.05 17:18,113615.00000,113620.00000,113585.00000,113585.00000,782,8074
2023.10.05 17:19,113585.00000,113605.00000,113585.00000,113590.00000,462,4238
2023.10.05 17:20,113595.00000,113640.00000,113590.00000,113620.00000,1174,13858
2023.10.05 17:21,113620.00000,113635.00000,113615.00000,113630.00000,549,4119
2023.10.05 17:22,113635.00000,113665.00000,113630.00000,113650.00000,1150,16608
2023.10.05 17:23,113650.00000,113685.00000,113640.00000,113675.00000,1190,15890
2023.10.05 17:24,113675.00000,113690.00000,113665.00000,113670.00000,735,6489
2023.10.05 17:25,113670.00000,113680.00000,113655.00000,113655.00000,668,6390
2023.10.05 17:26,113660.00000,113660.00000,113610.00000,113630.00000,1265,15574
2023.10.05 17:27,113630.00000,113655.00000,113625.00000,113655.00000,591,6057
2023.10.05 17:28,113655.00000,113665.00000,113615.00000,113625.00000,886,9706
2023.10.05 17:29,113620.00000,113630.00000,113595.00000,113600.00000,813,9973
2023.10.05 17:30,113600.00000,113625.00000,113590.00000,113605.00000,1254,16075
2023.10.05 17:31,113605.00000,113635.00000,113600.00000,113620.00000,624,6778
2023.10.05 17:32,113620.00000,113635.00000,113610.00000,113625.00000,397,5394
2023.10.05 17:33,113625.00000,113645.00000,113605.00000,113640.00000,554,9378
2023.10.05 17:34,113640.00000,113650.00000,113625.00000,113640.00000,589,6397
2023.10.05 17:35,113645.00000,113650.00000,113610.00000,113625.00000,746,7679
2023.10.05 17:36,113625.00000,113650.00000,113620.00000,113640.00000,463,4768
2023.10.05 17:37,113635.00000,113660.00000,113625.00000,113640.00000,694,9411
2023.10.05 17:38,113640.00000,113655.00000,113630.00000,113655.00000,515,4490
2023.10.05 17:39,113650.00000,113655.00000,113640.00000,113655.00000,456,4535
2023.10.05 17:40,113655.00000,113655.00000,113615.00000,113615.00000,706,8477
2023.10.05 17:41,113615.00000,113645.00000,113615.00000,113635.00000,431,5574
2023.10.05 17:42,113635.00000,113725.00000,113635.00000,113715.00000,1958,33174
2023.10.05 17:43,113720.00000,113775.00000,113715.00000,113740.00000,1655,22872
2023.10.05 17:44,113740.00000,113760.00000,113730.00000,113750.00000,908,12704
2023.10.05 17:45,113750.00000,113785.00000,113740.00000,113770.00000,1304,14311
2023.10.05 17:46,113770.00000,113795.00000,113765.00000,113780.00000,861,8698
2023.10.05 17:47,113780.00000,113785.00000,113760.00000,113775.00000,451,5814
2023.10.05 17:48,113775.00000,113780.00000,113745.00000,113750.00000,565,6308
2023.10.05 17:49,113750.00000,113780.00000,113725.00000,113770.00000,870,15528
2023.10.05 17:50,113765.00000,113815.00000,113765.00000,113800.00000,810,8626
2023.10.05 17:51,113805.00000,113810.00000,113785.00000,113790.00000,346,3703
2023.10.05 17:52,113790.00000,113805.00000,113780.00000,113800.00000,280,3999
2023.10.05 17:53,113790.00000,113815.00000,113765.00000,113790.00000,634,9666
2023.10.05 17:54,113790.00000,113805.00000,113750.00000,113795.00000,337,4022
2023.10.05 18:01,113750.00000,113750.00000,113750.00000,113750.00000,10,8642
